0,1,793,290,0.732225300092
1,2,692,391,0.638965835642
2,3,754,329,0.69621421976
3,4,799,284,0.737765466297
4,5,769,314,0.710064635272
5,6,793,290,0.732225300092
6,7,837,246,0.772853185596
7,8,821,262,0.758079409049
8,9,814,269,0.75161588181
9,10,816,267,0.753462603878
10,11,810,273,0.747922437673
11,12,855,228,0.789473684211
12,13,803,280,0.741458910434
13,14,783,300,0.722991689751
14,15,805,278,0.743305632502
15,16,820,263,0.757156048015
16,17,800,283,0.738688827331
17,18,832,251,0.768236380425
18,19,822,261,0.759002770083
19,20,886,197,0.81809787627
20,21,792,291,0.731301939058
21,22,871,212,0.804247460757
22,23,850,233,0.78485687904
23,24,869,214,0.802400738689
24,25,817,266,0.754385964912
25,26,837,246,0.772853185596
26,27,864,219,0.797783933518
27,28,876,207,0.808864265928
28,29,895,188,0.826408125577
29,30,802,281,0.7405355494
30,31,856,227,0.790397045245
31,32,865,218,0.798707294552
32,33,839,244,0.774699907664
33,34,842,241,0.777469990766
34,35,845,238,0.780240073869
35,36,851,232,0.785780240074
36,37,873,210,0.806094182825
37,38,843,240,0.778393351801
38,39,866,217,0.799630655586
39,40,841,242,0.776546629732
40,41,861,222,0.795013850416
41,42,823,260,0.759926131117
42,43,888,195,0.819944598338
43,44,877,206,0.809787626962
44,45,829,254,0.765466297322
45,46,867,216,0.80055401662
46,47,876,207,0.808864265928
47,48,822,261,0.759002770083
48,49,803,280,0.741458910434
49,50,849,234,0.783933518006
50,51,864,219,0.797783933518
51,52,881,202,0.813481071099
52,53,822,261,0.759002770083
53,54,797,286,0.735918744229
54,55,848,235,0.783010156971
55,56,797,286,0.735918744229
56,57,860,223,0.794090489381
57,58,829,254,0.765466297322
58,59,870,213,0.803324099723
59,60,842,241,0.777469990766
60,61,837,246,0.772853185596
61,62,845,238,0.780240073869
62,63,807,276,0.745152354571
63,64,887,196,0.819021237304
64,65,876,207,0.808864265928
65,66,871,212,0.804247460757
66,67,878,205,0.810710987996
67,68,901,182,0.831948291782
68,69,886,197,0.81809787627
69,70,865,218,0.798707294552
70,71,900,183,0.831024930748
71,72,868,215,0.801477377655
72,73,856,227,0.790397045245
73,74,858,225,0.792243767313
74,75,855,228,0.789473684211
75,76,879,204,0.81163434903
76,77,867,216,0.80055401662
77,78,878,205,0.810710987996
78,79,884,199,0.816251154201
79,80,852,231,0.786703601108
80,81,888,195,0.819944598338
81,82,882,201,0.814404432133
82,83,882,201,0.814404432133
83,84,908,175,0.838411819021
84,85,897,186,0.828254847645
85,86,887,196,0.819021237304
86,87,862,221,0.79593721145
87,88,885,198,0.817174515235
88,89,909,174,0.839335180055
89,90,875,208,0.807940904894
90,91,881,202,0.813481071099
91,92,877,206,0.809787626962
92,93,881,202,0.813481071099
93,94,904,179,0.834718374885
94,95,889,194,0.820867959372
95,96,903,180,0.83379501385
96,97,867,216,0.80055401662
97,98,918,165,0.847645429363
98,99,886,197,0.81809787627
99,100,903,180,0.83379501385
100,101,902,181,0.832871652816
101,102,916,167,0.845798707295
102,103,817,266,0.754385964912
103,104,897,186,0.828254847645
104,105,887,196,0.819021237304
105,106,898,185,0.82917820868
106,107,911,172,0.841181902124
107,108,876,207,0.808864265928
108,109,912,171,0.842105263158
109,110,896,187,0.827331486611
110,111,915,168,0.84487534626
111,112,889,194,0.820867959372
112,113,857,226,0.791320406279
113,114,931,152,0.859649122807
114,115,876,207,0.808864265928
115,116,915,168,0.84487534626
116,117,903,180,0.83379501385
117,118,949,134,0.876269621422
118,119,716,367,0.661126500462
119,120,730,353,0.67405355494
120,121,766,317,0.70729455217
121,122,820,263,0.757156048015
122,123,838,245,0.77377654663
123,124,747,336,0.689750692521
124,125,823,260,0.759926131117
125,126,823,260,0.759926131117
126,127,673,410,0.621421975993
127,128,801,282,0.739612188366
128,129,835,248,0.771006463527
129,130,715,368,0.660203139428
130,131,770,313,0.710987996307
131,132,733,350,0.676823638042
132,133,796,287,0.734995383195
133,134,747,336,0.689750692521
134,135,753,330,0.695290858726
135,136,795,288,0.734072022161
136,137,687,396,0.634349030471
137,138,766,317,0.70729455217
138,139,769,314,0.710064635272
139,140,778,305,0.71837488458
140,141,753,330,0.695290858726
141,142,781,302,0.721144967682
142,143,718,365,0.66297322253
