iteration,oracle_average,neural_network_average,speedup_average,oracle_std,neural_network_std,speedup_std
313,0.9952916327,0.8851092143,2.1079325877,0.0000000000,0.1361193887,1.1148057844
314,0.9968941162,0.9113869356,2.2134118190,0.0000000000,0.0913979185,0.9654312978
315,0.9944279346,0.9178810912,1.9717999417,0.0000000000,0.0539899467,0.6350488298
316,0.9936464388,0.8483202296,1.7138614398,0.0000000000,0.1068008233,0.4522362622
317,0.9933589950,0.8936379386,1.9950599834,0.0000000000,0.0676022554,0.6497871897
318,0.9958553021,0.8821554288,1.8414963403,0.0000000000,0.0889570550,0.4306210185
319,0.9934212746,0.8260536063,1.7091763870,0.0000000000,0.0955427517,0.3807755999
320,0.9952082681,0.9084976408,1.9907718201,0.0000000000,0.0609857026,0.7102358789
321,0.9965880384,0.7918775559,1.7673263045,0.0000000000,0.1339300770,0.8418768075
322,0.9961606309,0.8697294197,2.0391874236,0.0000000000,0.0997195446,0.8359329770
323,0.9958386863,0.8704735470,1.8363491830,0.0000000000,0.1005906453,0.5726557636
324,0.9955744252,0.8564924443,1.8105121544,0.0000000000,0.1096738597,0.5401506503
325,0.9942490353,0.8859604702,1.8475622900,0.0000000000,0.0611377075,0.4419163873
326,0.9942336442,0.8414592455,1.7462101751,0.0000000000,0.1032288859,0.5071274001
327,0.9998913988,0.7892475248,6.9598508409,0.0000000000,0.1911476093,14.1942970820
328,0.9934568862,0.9115255191,1.9352200877,0.0000000000,0.0592519209,0.5803846798
329,0.9975049743,0.9231012174,2.4587360050,0.0000000000,0.0676013838,1.5583633057
330,0.9944444444,0.8785865913,1.8611675427,0.0000000000,0.0693703985,0.4336816352
331,0.9969457815,0.9137781367,2.0495207923,0.0000000000,0.0742161020,0.7088405840
332,0.9944966246,0.8732199705,1.9735786160,0.0000000000,0.0935533040,0.6755579040
333,0.9939642948,0.9038070972,1.8963807011,0.0000000000,0.0670464540,0.3819095934
334,0.9943009611,0.9366905664,2.0554136103,0.0000000000,0.0759670352,0.6313623410
335,0.9926632428,0.8851055293,1.9446409370,0.0000000000,0.0713509727,0.5848666692
336,0.9948946837,0.8802046292,1.8813268600,0.0000000000,0.0903983698,0.5666409190
337,0.9934697725,0.8854398934,1.8104378997,0.0000000000,0.0742357048,0.4940934355
338,0.9956076135,0.8887097529,1.9463822514,0.0000000000,0.0978637048,0.6706079290
339,0.9964633068,0.8331198808,1.8078238945,0.0000000000,0.1207509915,0.5961523182
340,0.9938916138,0.7798960586,1.6040982220,0.0000000000,0.1522915001,0.5657656661
341,0.9996405416,0.8265707432,4.7793532997,0.0000000000,0.1921422144,8.6046150052
342,0.9938751069,0.9106620668,1.9732920380,0.0000000000,0.0701799210,0.5579042496
343,0.9943863861,0.9020087031,2.1089645107,0.0000000000,0.0777145121,0.9875298087
344,0.9925586290,0.8625745872,1.7575064863,0.0000000000,0.1033733147,0.5266290973
345,0.9954754187,0.9164369868,1.8675573584,0.0000000000,0.0566652556,0.5093935600
346,0.9932054742,0.8916953324,1.9861192058,0.0000000000,0.0724055432,0.6826662057
347,0.9947706128,0.8452802251,1.9001409245,0.0000000000,0.1230655313,0.8321257112
348,0.9957738903,0.8742693671,1.8415964881,0.0000000000,0.0918041672,0.5042884444
349,0.9939237973,0.9052740811,1.8798149901,0.0000000000,0.0839169059,0.7054457952
350,0.9945004583,0.8667912614,1.9981370482,0.0000000000,0.0980215247,0.8001703737
351,0.9965981075,0.8773565529,1.8936129151,0.0000000000,0.0920434323,0.5483232907
352,0.9940937084,0.8256808917,1.6884922104,0.0000000000,0.0721194269,0.5389405837
353,0.9961589637,0.8860887061,1.8382161866,0.0000000000,0.0974685941,0.5421810209
354,0.9941920055,0.8833737344,2.0372871058,0.0000000000,0.0755827463,0.9717087767
355,0.9909005951,0.8947468841,1.9210905235,0.0000000000,0.0754272687,0.7046785521
356,0.9961750350,0.9230831966,2.0984427630,0.0000000000,0.0773945744,0.8724495013
357,0.9951917540,0.8419397889,1.9268659324,0.0000000000,0.1003775400,0.8408945784
358,0.9929058448,0.8674155230,1.9096273608,0.0000000000,0.1019765311,0.7078070561
359,0.9929209570,0.8666742101,1.9325828461,0.0000000000,0.0751208096,0.7651332702
360,0.9928225170,0.9121077337,2.0067829616,0.0000000000,0.0585991605,0.6028691547
361,0.9949194253,0.8662698340,1.9756177111,0.0000000000,0.0748271374,0.5557919513
362,0.9965060195,0.8411102778,1.8552711588,0.0000000000,0.1080949272,0.5840784090
363,0.9948476419,0.8593645576,1.9197244562,0.0000000000,0.0882180468,0.6139557977
364,0.9941085762,0.9183903756,1.9626163134,0.0000000000,0.0584073878,0.7067160508
365,0.9927960378,0.9079259327,1.9354556534,0.0000000000,0.0705227319,0.6431520529
366,0.9951234914,0.8725576977,1.8883649436,0.0000000000,0.0989448691,0.5103935558
367,0.9959825204,0.9219461114,1.8988406090,0.0000000000,0.0579506570,0.5796818239
368,0.9938940558,0.9074781264,2.1177784885,0.0000000000,0.0634944882,0.7668038655
369,0.9914808773,0.9169739088,1.9000778098,0.0000000000,0.0694808546,0.6066759116
370,0.9951321280,0.8958936404,1.9569063577,0.0000000000,0.0927884708,0.6079181867
371,0.9937459971,0.9215070052,2.0498211926,0.0000000000,0.0604680184,0.6064033379
372,0.9945098606,0.9292787325,1.9273016900,0.0000000000,0.0559754536,0.5001989473
373,0.9960240705,0.8856828750,1.8056172102,0.0000000000,0.1000486859,0.5222651552
374,0.9931600547,0.9094244138,2.0404407515,0.0000000000,0.0708640284,0.7994309816
375,0.9939549520,0.9409017614,2.0609549914,0.0000000000,0.0519973260,0.8841923135
376,0.9956213258,0.8891600190,1.8943322999,0.0000000000,0.1006334930,0.6067379809
377,0.9974112127,0.9271396834,2.0005572299,0.0000000000,0.0831794485,0.7061751182
378,0.9942840694,0.9372711752,2.1336733838,0.0000000000,0.0583885568,0.8289174383
379,0.9950999763,0.9313718764,2.1282700445,0.0000000000,0.0603633119,0.8197182420
380,0.9968786709,0.9371544381,1.9788000303,0.0000000000,0.0690016509,0.5697621394
381,0.9932771868,0.8786455492,1.9225637430,0.0000000000,0.0959904628,0.5515771911
382,0.9944207899,0.9233576583,1.9972497099,0.0000000000,0.0688783152,0.7318373278
383,0.9955204527,0.9312941764,2.2046158972,0.0000000000,0.0615483728,0.9498303369
384,0.9963897652,0.9073864796,1.9654625925,0.0000000000,0.0933056305,0.7288730296
385,0.9953826078,0.9220231370,1.9560759910,0.0000000000,0.0567111030,0.5535063221
386,0.9949733631,0.8768556585,1.9271643011,0.0000000000,0.1199701798,0.7881249266
387,0.9929276316,0.9260333827,2.0226388824,0.0000000000,0.0568647234,0.6649068060
388,0.9962241208,0.9093286158,1.9769107102,0.0000000000,0.0773376435,0.5219342568
389,0.9961301370,0.9077822520,1.9170429285,0.0000000000,0.0817710575,0.5672748720
390,0.9960785792,0.9124782310,1.9223592255,0.0000000000,0.0947778360,0.6039045332
391,0.9984210526,0.8700327742,1.8916060450,0.0000000000,0.1018495571,0.5624059037
392,0.9953219332,0.9033497084,1.8998620019,0.0000000000,0.0890592198,0.4654062713
393,0.9951903397,0.9057942331,1.8505056006,0.0000000000,0.0888071192,0.5837315265
394,0.9952734088,0.9034272711,1.8440274816,0.0000000000,0.0643331035,0.4465071828
395,0.9953854774,0.9177684111,2.0283808062,0.0000000000,0.0790323653,0.7625777056
396,0.9946609111,0.9214395359,1.9056360713,0.0000000000,0.0740629144,0.5960195117
397,0.9944753577,0.9115506910,1.9400395558,0.0000000000,0.0583270842,0.6018049310
398,0.9971235648,0.8367308288,1.7388287629,0.0000000000,0.1475490019,0.5784071538
