iteration,oracle_average,neural_network_average,speedup_average,oracle_std,neural_network_std,speedup_std
313,0.9952916327,0.6312096788,1.7347590778,0.0000000000,0.1732266008,0.9472820152
314,0.9968941162,0.7751431194,1.3756782664,0.0000000000,0.1667653463,0.3437627351
315,0.9944279346,0.9073523747,1.8494059528,0.0000000000,0.0506177780,0.2967816421
316,0.9936464388,0.7719456578,1.6989470462,0.0000000000,0.1284330978,0.6118052231
317,0.9933589950,0.8771202572,2.0921941748,0.0000000000,0.0733030333,0.8938333896
318,0.9958553021,0.8355497912,1.7664714747,0.0000000000,0.0739544375,0.4392193680
319,0.9934212746,0.7879513737,1.7066354124,0.0000000000,0.1068368411,0.3776831231
320,0.9952082681,0.8772349236,1.9496847489,0.0000000000,0.0583062508,0.6234071418
321,0.9965880385,0.7217064182,1.9627709817,0.0000000000,0.1416279168,0.5199236955
322,0.9961606309,0.8150098578,1.6647621535,0.0000000000,0.1708069996,0.3940180031
323,0.9958386863,0.8418235305,1.6971065084,0.0000000000,0.0845635017,0.2990873216
324,0.9955744252,0.7961796935,1.7969000036,0.0000000000,0.0829323895,0.3453139798
325,0.9942490353,0.8492257841,2.0098609357,0.0000000000,0.0606553413,0.4215512389
326,0.9942336442,0.8155873536,1.7064555502,0.0000000000,0.0940469102,0.4413564516
327,0.9998913988,0.8344215577,2.9488236459,0.0000000000,0.2511863094,2.7857111493
328,0.9934568862,0.8717392500,1.9715624236,0.0000000000,0.0604079476,0.2933815949
329,0.9975049743,0.7959342661,2.1144497965,0.0000000000,0.2130259582,1.3850503105
330,0.9944444444,0.8471717905,1.9183869919,0.0000000000,0.0670071734,0.4982648343
331,0.9969457815,0.9319628716,2.1607999712,0.0000000000,0.0532335181,0.5767193907
332,0.9944966246,0.8362766200,1.7796704841,0.0000000000,0.1020598995,0.4261527608
333,0.9939642948,0.8754842906,1.9548595023,0.0000000000,0.0852184948,0.4831660147
334,0.9943009611,0.8937417069,2.3724484824,0.0000000000,0.1022853457,0.8716307907
335,0.9926632428,0.8459185092,1.7548392398,0.0000000000,0.0904654078,0.3584980691
336,0.9948946837,0.8203152864,1.8462907918,0.0000000000,0.0948984352,0.7015204651
337,0.9934697725,0.8842661161,2.0096404415,0.0000000000,0.0622914332,0.2815164778
338,0.9956076135,0.8036995134,1.9684304011,0.0000000000,0.0941095425,0.4397710492
339,0.9964633068,0.7698631987,1.6277073707,0.0000000000,0.1235115945,0.3859832295
340,0.9938916138,0.7040491881,1.5787860698,0.0000000000,0.1347046628,0.5977309029
341,0.9996405416,0.7989324061,9.1327297034,0.0000000000,0.2128513142,14.1356332460
342,0.9938751069,0.8518886037,1.8601643677,0.0000000000,0.0754163354,0.3259154372
343,0.9943863861,0.8635197477,1.9781466265,0.0000000000,0.0844135729,0.9452315655
344,0.9925586290,0.8280467027,1.7703050113,0.0000000000,0.1281651730,0.2952376354
345,0.9954754187,0.8849570803,1.8575833305,0.0000000000,0.0708264059,0.4176186006
346,0.9932054742,0.8898151718,2.2252981767,0.0000000000,0.0677611120,0.4385391053
347,0.9947706128,0.8109186183,1.8207699803,0.0000000000,0.1992737870,0.6937654849
348,0.9957738903,0.8270140899,1.8355206434,0.0000000000,0.0921438296,0.4409817857
349,0.9939237973,0.9030190388,1.7506221921,0.0000000000,0.0780894140,0.6616114191
350,0.9945004583,0.7996773865,1.8035043714,0.0000000000,0.1402477887,0.7123070349
351,0.9965981075,0.8239292511,1.7223051393,0.0000000000,0.1157100508,0.2560181930
352,0.9940937084,0.7945842987,1.4496894799,0.0000000000,0.1284926855,0.3414359243
353,0.9961589637,0.8235717454,1.7851719064,0.0000000000,0.1253663637,0.5038418377
354,0.9941920055,0.8187753863,1.7767758848,0.0000000000,0.0825758566,0.2910136274
355,0.9909005951,0.8481465086,2.3023834659,0.0000000000,0.0763145574,1.1425346981
356,0.9961750350,0.9205225549,2.4390507153,0.0000000000,0.0450530843,1.0320065754
357,0.9951917540,0.8339411622,1.9550607638,0.0000000000,0.1005940562,0.6945347122
358,0.9929058448,0.8020511743,1.6303448772,0.0000000000,0.1115520646,0.3781642189
359,0.9929209570,0.8220691164,1.8589287813,0.0000000000,0.0476617959,0.5139245382
360,0.9928225170,0.8695693928,1.8811352717,0.0000000000,0.0631014577,0.4851301097
361,0.9949194253,0.8436576610,1.8400902466,0.0000000000,0.0832122764,0.4969091401
362,0.9965060195,0.7881246862,1.5874948328,0.0000000000,0.1101911330,0.3193882250
363,0.9948476419,0.8322972422,1.7779732083,0.0000000000,0.1005444145,0.5630232290
364,0.9941085762,0.8905539520,2.2083832360,0.0000000000,0.0751959697,0.4677084167
365,0.9927960378,0.8937961333,1.7736879667,0.0000000000,0.0815537107,0.7425636499
366,0.9951234914,0.8405603892,1.6386442092,0.0000000000,0.0945944762,0.2696284140
367,0.9959825204,0.8661466654,2.2419456867,0.0000000000,0.0682438171,0.7319645550
368,0.9938940558,0.8726513007,1.6498770283,0.0000000000,0.0595331046,0.2709749348
369,0.9914808773,0.8733359515,1.9468316452,0.0000000000,0.0823448196,0.5168674507
370,0.9951321280,0.8359643023,1.6363697915,0.0000000000,0.0828775718,0.3054396555
371,0.9937459971,0.9391427746,2.0172665280,0.0000000000,0.0384916473,0.7379261560
372,0.9945098606,0.8966465201,2.0972278288,0.0000000000,0.0529697813,0.6334881579
373,0.9960240705,0.7819208635,1.8727395180,0.0000000000,0.0860310091,0.8694951866
374,0.9931600547,0.8839217858,1.7979731759,0.0000000000,0.0813155287,0.6331147279
375,0.9939549520,0.8796280961,2.1685044855,0.0000000000,0.0626610054,0.7247004912
376,0.9956213258,0.8603238958,1.9890682433,0.0000000000,0.1026992474,0.3929910873
377,0.9974112127,0.8942192739,2.1288436525,0.0000000000,0.0692584595,0.5209562835
378,0.9942840694,0.9145169102,1.8102243361,0.0000000000,0.0735719805,0.5048779582
379,0.9950999763,0.8850733686,1.9414643310,0.0000000000,0.0713558007,0.7504007023
380,0.9968786709,0.9245063489,2.3202442254,0.0000000000,0.0577231298,0.6592560064
381,0.9932771868,0.8144905766,1.9962112845,0.0000000000,0.1144000970,0.7395230932
382,0.9944207899,0.8663926002,2.1282001940,0.0000000000,0.0824657362,0.6117339095
383,0.9955204527,0.8867058736,1.8670870090,0.0000000000,0.0634223440,0.6331560453
384,0.9963897652,0.8178097130,1.7897570901,0.0000000000,0.1151093687,0.4209096066
385,0.9953826078,0.8590282657,1.9048058473,0.0000000000,0.0979545914,0.3696051479
386,0.9949733631,0.8171316186,2.0266028473,0.0000000000,0.1096244354,0.7246922749
387,0.9929276316,0.8934210526,1.5913045201,0.0000000000,0.0709298179,0.3170049558
388,0.9962241208,0.8631830448,1.8012386745,0.0000000000,0.0839636898,0.4294329723
389,0.9961301370,0.8262557078,2.0924623804,0.0000000000,0.1045028546,0.8848555705
390,0.9960785792,0.8200042733,1.6920250968,0.0000000000,0.1176223984,0.2823212024
391,0.9984210526,0.8722846004,1.7713940757,0.0000000000,0.1116336172,0.4961102049
392,0.9953219332,0.8272838062,1.7446055251,0.0000000000,0.1283001309,0.3870106927
393,0.9951903397,0.8445293431,1.9224851836,0.0000000000,0.1018536616,0.4489589064
394,0.9952734088,0.8751029980,1.7777348659,0.0000000000,0.0717846868,0.3363655775
395,0.9953854774,0.8781766044,2.2413024986,0.0000000000,0.0837416627,0.7578840152
396,0.9946609111,0.8873868757,1.9662228476,0.0000000000,0.0549221211,0.7626911635
397,0.9944753577,0.8805892289,2.9234314988,0.0000000000,0.0597414964,1.4223624781
398,0.9971235648,0.7293621871,1.7121123536,0.0000000000,0.1404399833,0.7522781892
399,0.9951772749,0.8891435688,2.1188851431,0.0000000000,0.0860344656,0.7835785785
